Ratings,Comment,Reviews
5,Terrific,The best iPhone ever !!!READ MORE
5,Worth every penny,"Everything about this phone is just perfect. Compact Display, Speed, Premium Material. I am a guy who uses the same phone for 4 to 5 years. After using it for 2 months, I am sure it will be there.READ MORE"
1,Worthless,"Expected to have a better battery life, very disappointed.READ MORE"
4,Worth the money,Everything is good but only battery issue ..!! If your playing game ..!! If ur Norma user no problem u can enjoy ..READ MORE
4,Value-for-money,Beautiful ❤️❤️READ MORE
5,Super!,"Chose this over the new iPhone 12 and saved tons of money. You won’t need the the pricier phone, have nothing to complain about for the moment until 5G comes in.READ MORE"
5,Perfect product!,SE is so good phone ButIs buttery is not charging above 80%READ MORE
5,Brilliant,Top class camera with security.READ MORE
5,Simply awesome,Awsme product ❤️❤️READ MORE
5,Perfect product!,AwesomeREAD MORE
5,Best in the market!,Budjet phoneREAD MORE
5,Great product,Miracle Performance Camera is good only for multimedia and basic users worth mobileREAD MORE
4,Good quality product,Everything is gud about this phone except battery backup…READ MORE
5,Mind-blowing purchase,NiceREAD MORE
5,Highly recommended,Display is tooo smallREAD MORE
1,Horrible,I really didn't like the phone due to battery issueREAD MORE
4,Value-for-money,Best camera but battery is lowREAD MORE
5,Highly recommended,"If you want an iPhone and can adjust with battery life and small screen, go for it without second thought.READ MORE"
4,Worth the money,Great mobile if you are not addicted to cell phones . Battery lasts about a day. Awesome if you like small display phones.READ MORE
5,Best in the market!,"Best iPhone for this price…as it is small device definitely it has average battery life but u will love it , because of performance and cameraREAD MORE"
5,Highly recommended,Supb mobile it was my first iPhone it’s touch is brilliant I love that mobile ....READ MORE
5,Super!,"Still keeping the same identity of iPhone when it came to existence. That’s why many folks still buying it:-Round touchdown button Small size and screen, handy to fit in and operable by just one handLight weight Premium looksMost important thing is budget so even a normal salaried person can buy it easily with EMIREAD MORE"
4,Good choice,"This review is after a day of useIt is small,powerful and handy!!! Works very smooth..the biggest problem is the battery!!! I am a non gamer hence it won’t impact much for me but those who prefers playing games should really give a second thought! Overall it’s satisfyingREAD MORE"
5,Best in the market!,No commentsREAD MORE
5,Classy product,Good iPhoneREAD MORE
1,Did not meet expectations,Very bad shopping experience with FlipkartREAD MORE
5,Worth every penny,"Working well till now, all systems go properlyREAD MORE"
5,Excellent,I think review must nt required 4 an apple product.READ MORE
5,Great product,A good handy product.READ MORE
5,Excellent,"Its an Apple product. Not to speak of the quality. As of now, being a new one, it works good. let me review after 6 months of use.READ MORE"
1,Useless product,Battery backup is very poorMoney loseREAD MORE
4,Delightful,Battery is not long lasting and the phone gets heatup during charging..READ MORE
5,Perfect product!,I am writing review after using 1 month. The battery backup good and camera is also better. Overall I loved it.READ MORE
5,Terrific purchase,White looks good..READ MORE
5,Wonderful,Finally I got my iphone SE(White). Thank you Flipkart. I received 2 days before than the delivery date. Product is simply super as expected from Apple. I'll give review again after using this product few days.READ MORE
1,Utterly Disappointed,Battery performance is so poorREAD MORE
3,Just okay,"Display is not bright, looks yellowish and dull, is it for everyone and just with my phone ? can anyone respond to this pls... .READ MORE"
3,Just okay,All features was excellent But main problem is battery its lasts only 6 hoursREAD MORE
3,Does the job,very nice product and good performanceREAD MORE
5,Perfect product!,Awesome loved it :)READ MORE
5,Simply awesome,Awesome phone...READ MORE
5,Brilliant,"Great device in all aspects, performance, excellent camera, 4K video, sound quality.READ MORE"
1,Terrible product,Very very poor products.Don't use Flipkart app....no one will respond for my product returnREAD MORE
5,Just wow!,Great product but Battery life is Big issue this iPhone se2 gives only 3-4 hours lifeREAD MORE
5,Best in the market!,As a long term user of iPhone7.. Pretty satisfied..compact phone with advanced features 👍🏼READ MORE
5,Super!,GoodREAD MORE
5,I love this little one!,Awesome!!It's a little monster. one single 12 MP camera can beat triple or quad camera phones of this price range. A little much battery could be helpful.  Performance does not need to describe!!READ MORE
4,Pretty good,Camera and performance is good. You can play heavy games by connecting to a Xbox controller… but screen is so small to play in phone.. battery is good for lite usage lasts for 1 dayREAD MORE
1,Worthless,Don't buy. Just don't buy it. Battery tremendous drop issue. Battery health decreased within 2 months.READ MORE
5,Highly recommended,Battery drains fast ....performance crazyREAD MORE
5,Awesome,Value for moneyREAD MORE
5,Worth every penny,Very excellent device if u are using for normal day to day purpose Not so good for gaming and media because of small display and less battery capacity.READ MORE
5,Perfect product!,Best phone of apple in afordable priceREAD MORE
1,Absolute rubbish!,No power adapter... New mobile without charger...READ MORE
4,Value-for-money,Everything is good except for battery. Battery is not too bad but at this price point it could be better.READ MORE
5,Highly recommended,Smaller but equal to bigger onesREAD MORE
5,Highly recommended,Nice quality with good money worthREAD MORE
4,Good quality product,"This is my first iPhones.. I think it’s perform nicely,when we compare with android… the only main drawback is battery.. for heavy user like gamer it’s not suitable for those guys… apart from awesome…READ MORE"
5,Wonderful,Best Budget iPhone everREAD MORE
1,Terrible product,phone is good but not giving adapter for charging it's very difficult to chargeREAD MORE
5,Fabulous!,"Very nice product, I am using it since June 2020No problem found at allREAD MORE"
4,Really Nice,It's good enough to write to me and I got a very niceREAD MORE
5,Terrific,Nice productREAD MORE
4,Good choice,goodREAD MORE
5,Best in the market!,NiceREAD MORE
5,Brilliant,"Knowing that it has an lcd display, the only bad side of this phone is the battery back up. Otherwise it’s a very handy and super fast phone. Using a small and light weight phone is a relief.READ MORE"
5,Best in the market!,Veryy happy with this phn high processorsREAD MORE
5,Mind-blowing purchase,"Overall good phone for 30k price. Everything looks good., But there is hype on camera, camera is just ok.READ MORE"
4,Really Nice,good product. fast delivery.READ MORE
5,Just wow!,Nice product 👍👍👍READ MORE
5,Simply awesome,Battery backup is main issue other wise no problem at all camera and mobile is excellent but very disappointed from battery backup.READ MORE
5,Terrific purchase,a specific handy phone...with good features and all....READ MORE
4,Wonderful,Value for moneyREAD MORE
5,Simply awesome,Suitable for long term users who cannot compromise on performance.READ MORE
5,Classy product,Powerful iPhone in low price. Thanks to Apple.READ MORE
5,Terrific,Not for heavy users! Camera quality js superb😍😍😍😍!! Good phone. Camera and performance is at its top level😬READ MORE
5,Great product,"Superb at this price point,  Go for this guy's.READ MORE"
5,Simply awesome,"Excellent mobile that which I had never used before,But the charging was dissatisfiedREAD MORE"
4,Worth the money,Not bad in 34k plus 1900 for power adapterREAD MORE
3,Good,Excellent phone …only issue is the battery back upREAD MORE
5,Wonderful,It’s an iPhone !! What else need ? Value for money as always !!!READ MORE
1,Worthless,Handset Heating While Charging Orginal iPhone Charger and Heating On Gaming and watching videos alsoREAD MORE
5,Awesome,nice phone but battery issueREAD MORE
5,Must buy!,Awesome phone for those who love small form factor.Battery last the whole day with normal use.Perfect in everything.READ MORE
5,Great product,Everything is awesome if you love the small screen !READ MORE
4,Value-for-money,Value for money. Quick delivery.READ MORE
1,Terrible product,BAD I BUY IT  FIRST I START AFTER ONE HOUR  IT SWITCH OF NOW IT NOT WORKING IT IS DEADREAD MORE
1,Horrible,"To bad product. It goes dead anytime anywhere in sleep mode, not working properly, even no  apple support for this issueREAD MORE"
5,Super!,Love itREAD MORE
4,Good quality product,GoodREAD MORE
5,Brilliant,Everything is good but sometimes phone heats up fastREAD MORE
5,Excellent,Brilliant performance processerREAD MORE
5,Terrific,Android to iOS.love itPerformance loaded phoneREAD MORE
4,Really Nice,Really good if you go for performance.READ MORE
5,Fabulous!,"Very good device and easy to use , slim and sexyREAD MORE"
1,Not recommended at all,No chargerREAD MORE
1,Waste of money!,I hate this product because of battery draind out  issues and heating in a  normal use Am not able to use 1 day . when i am charged 100 % around 3 pm battery 10%  .am using only normal apps. Only using 1 sim .READ MORE
5,Fabulous!,Nice camera iPhone is good productREAD MORE
5,Super!,BestREAD MORE
5,Classy product,NiceREAD MORE
5,Brilliant,"Totally worth the money! This is my first ever Apple product, and I’m impressed! While the phone may feel a bit small initially, you will quickly get used to it in a few days. In terms of performance, this is a beast. Touch and feel are premium. Go for this phone over OnePlus Nord or Pixel 4A, you will not regret. Peace.READ MORE"
5,Wonderful,"Must buy,READ MORE"
3,Fair,Handy Phone classy look . little bit disappointed from the battery backup.READ MORE
5,Super!,"All good for those who use their phone normally, moderate user should avoid buying it, as the only drawback is the battery capacity is not that good, rest all fineREAD MORE"
3,Nice,The device is getting heated unnecessarilyREAD MORE
5,Brilliant,goodREAD MORE
2,Could be way better,Phone is okay but battery life is not goodREAD MORE
5,Great product,Excellent Picture quality.But if you want wide angle go for latest versions.READ MORE
5,Must buy!,ExcellentREAD MORE
5,Classy product,Nice phoneREAD MORE
5,Best in the market!,Great iphone for the price. Best for gifting parents!READ MORE
3,Just okay,Genually this is only a brand phone.READ MORE
2,Slightly disappointed,"Overall good phone the only con is the battery which is the worst. It does not last a complete day, only last half or 3/4 of a day. Battery size needs an improvement.READ MORE"
5,Excellent,"A13 bionic processor, M13 Motion processor, Dual Sim feature, IP 67 standard water resistance, barometer, 3 axis gyro, accelerometer, proximity sensor, ambient light sensor, digital compass, micro location, nps, qi charging... what more we count on.. at that price with brand name.READ MORE"
5,Terrific purchase,Value for money product.READ MORE
4,Worth the money,Overall satisfied with this product.The only con is the battery which is 1800 m a h and you will have to regularly carry the charger with you because the battery does not hold much longer if you have a continuous usage then you will have to charge the device twice in a day.READ MORE
5,Classy product,Chic magnetREAD MORE
1,Worst experience ever!,Seems out to be refurbished product.READ MORE
5,Mind-blowing purchase,NiceREAD MORE
5,Best in the market!,Nice phone but there are 2 problems battery and display sizeREAD MORE
1,Not recommended at all,Dont waste your moneyREAD MORE
1,Unsatisfactory,WorstREAD MORE
5,Worth every penny,I buy at Rs. 29999 . Without adapter.READ MORE
5,Worth every penny,Received excellent product and service from Flipkart.READ MORE
4,Good quality product,Best phone of this priceREAD MORE
5,Brilliant,SuperbREAD MORE
4,Good choice,"The only draw back is battery life & bessels that’s all, other than that it’s a very good phone for the priceREAD MORE"
5,Perfect product!,FabulousREAD MORE
1,Unsatisfactory,Worst not apple phoneREAD MORE
5,Fabulous!,Nice phoneREAD MORE
5,Worth every penny,Amazing phone with perfect sizeREAD MORE
1,Unsatisfactory,very bad experience with flipcart and appleREAD MORE
5,Worth every penny,Love this phoneREAD MORE
5,Mind-blowing purchase,Amazing Phone...this phone has only battery issue.Otherwise this phone is best under 30kREAD MORE
5,Classy product,"Nice phone, light weight and slim phone, thanks to flipkart for ur fast delivery...READ MORE"
5,Highly recommended,It’s really very handyREAD MORE
5,definitely worth buying,loving it a lot.. very smooth performance.. seemless experience..READ MORE
3,Decent product,Product got heated when cahrge and also battery life is minimal even on minimal useREAD MORE
5,Must buy!,Love it❤️❤️❤️READ MORE
5,Super!,Really superREAD MORE
4,Wonderful,Camera and performance is good.READ MORE
5,Best in the market!,Value for money onehand useREAD MORE
5,Perfect product!,i got this phone for 26k and in this price range this is the beast you can go forREAD MORE
5,Just wow!,I like my first Iphone.READ MORE
5,Terrific purchase,osm camra and very good performance and low price 👍🏻📱READ MORE
4,Delightful,Very goodREAD MORE
5,Best in the market!,"No nonsense phone, does the job with good battery lifeREAD MORE"
4,Value-for-money,Camera excelent and product good apple product is superbREAD MORE
4,Wonderful,Overall a budget smartphone in Apple line up.READ MORE
5,Best in the market!,"This is value for money mobile..if light is good than no matter for day/night, camera will be flagship level.On performance side no processor can beat it.I am average user and battery is good for me, it will last for a day no issues. Camera is having multiple modes, it is good to have device for young people.My favourite colour is White bcz it is uniquely designed. Thanks apple and  Flipkart!!READ MORE"
5,Classy product,Good oneREAD MORE
5,Highly recommended,Amazing camera and performanceREAD MORE
5,Fabulous!,"After using an android phone for a while you do feel the premium feel of an iPhone just by holding it,using it. The vibrations,haptic engine and even the sound from the speaker is really nice. Even thought the phone is small it does everything extremely well. The only issue is the battery life which is not good depending on how u using the phone. The phones charges fast as the battery is small.If getting this phone just get a power bank if your going to be away from the charger often.READ MORE"
4,Delightful,Everything is amazing in this phone except battery 🔋 💀READ MORE
5,Wonderful,Very good 4.7 inch display phone. Loved it.Only problem is Battery. It drains too early.READ MORE
3,Nice,Where is adepter how we charge the mobile phone when phone is not chargeREAD MORE
5,Best in the market!,No commentsREAD MORE
5,Perfect product!,Good productREAD MORE
4,Delightful,"Screen size should be small, battery should be longREAD MORE"
5,Classy product,AwesomeREAD MORE
5,Great product,Best cell phone at this priceREAD MORE
5,Simply awesome,Just go for it if you are not considered with display size.READ MORE
5,Great product,Great phone but display is some smallREAD MORE
4,Good quality product,Bettery is very poor... nice camera ... good productREAD MORE
5,Super!,Excellent :)READ MORE
5,Fabulous!,Very nice phoneREAD MORE
5,Great product,NiceREAD MORE
5,Fabulous!,GooooodREAD MORE
4,Good quality product,GoodREAD MORE
5,Brilliant,Good mobileREAD MORE
5,Worth every penny,"Camera too good,sound quality can’t explain in words,performance  too good..overall experience it is a beast🔥🔥READ MORE"
5,Terrific,Great product by appleREAD MORE
5,Super!,Thank you FlipkartREAD MORE
5,Fabulous!,Charger gone out of order within 4 monthsREAD MORE
5,Just wow!,"Battery is not too bad, but could have been bit more better.  Except that this is an awesome device..READ MORE"
5,Worth every penny,Nice cameraREAD MORE
5,Highly recommended,Comfortable than holding an huge phone.. Loved it..READ MORE
4,Delightful,YoREAD MORE
5,Perfect product!,It’s really good for those who are using first apple phoneREAD MORE
5,Best in the market!,GoodREAD MORE
4,Really Nice,Nice mobile at a reasonable priceMust purchaseREAD MORE
5,Simply awesome,The battery life is the worst and except that everything else is perfect and it goes with the price. I would recommend people to buy it on discount.READ MORE
5,Awesome,Middle class best phoneREAD MORE
5,Awesome,bestREAD MORE
5,Excellent,Superb quality & most importantly the price for the phone is really good.READ MORE
5,Terrific purchase,Awesome phone.. only display small.. performance perfect and so powerful.READ MORE
5,Simply awesome,Good oneREAD MORE
4,Good quality product,only cons is battery and everything is okayREAD MORE
5,Best in the market!,Battery health dropped by 98% within 15 days rest phone is 💯💯READ MORE
3,Decent product,It has low signal reception...I realised it now after using it for 5 months..it has low power antenna even lower than iphone6s and iphone 7...Apple is a cheap company...disappointedREAD MORE
5,Awesome,"If u don't have an iPhone, you don't have an iPhone! This phone will just fulfill the desire of an iPhone if you want to gift your loved ones or for self. IOS gets all latest updates. Camera quality is beyond expectation. Same with Loud speaker and ear piece for your calls. Added advantage is we get earphone and charger in the box (which are stopped in other basic models of iPhones.)READ MORE"
5,Wonderful,"Exceptionally good!Everything is perfect on this device including the screen size and battery. For an average user, you can easily get over an entire day on a single charge.READ MORE"
5,Terrific purchase,Nice phone.READ MORE
3,Decent product,Battery was totally bad. While using internet calls phone gets over heatREAD MORE
5,Must buy!,"After four month I am here, Direct on point This phone is best for light users everything is best expect battery life if you're a heavy user otherwise this one is masterpieceAlso wait for saleREAD MORE"
2,Could be way better,Battery drains out very quickly especially during internet data usage. Camera quality isn’t that greatREAD MORE
5,Mind-blowing purchase,It's awesome iPhone MobileREAD MORE
4,Worth the money,"Premium Gesture, Handy Figure Solid Hardware ,Faster SoftwareBattery is just ok, Like 3k mah Android.One thing you must check before buying that cell is booked with adapter & Ear pod. :)READ MORE"
5,Brilliant,Good productREAD MORE
5,Mind-blowing purchase,First iPhone and I am really glad that I moved from Android to iOS. The difference is great.READ MORE
5,Awesome,Nice!READ MORE
5,Best in the market!,goodREAD MORE
5,Brilliant,"There’s no need to review apple products, they are excellent.READ MORE"
5,Must buy!,AwesomeREAD MORE
5,Highly recommended,Hand feel experience is nice in these iphoneREAD MORE
5,Must buy!,Awesome iphoneREAD MORE
5,Terrific purchase,Best Phone Under 30KREAD MORE
5,Wonderful,This is wonderful picture shoot by iPhoneREAD MORE
5,Perfect product!,Nice ProductREAD MORE
5,Classy product,WowREAD MORE
4,Value-for-money,Good for daily use.READ MORE
5,Fabulous!,Original productREAD MORE
1,Worst experience ever!,okREAD MORE
5,Just wow!,Phone is fantastic only concern is battery usage.READ MORE
5,Awesome,Nice phoneREAD MORE
5,Classy product,WonderfulREAD MORE
3,Just okay,After using 3 months overall good but battery drain with speed.READ MORE
5,Terrific purchase,"Very good,. worth the price.READ MORE"
4,Really Nice,Except battery backup....i feel everything satisfactory.READ MORE
5,Fabulous!,Every thing is superb. But the colour is not black it looks like Dark Grey.READ MORE
5,Fabulous!,GoodREAD MORE
5,Highly recommended,So good and so beautifulREAD MORE
5,Perfect product!,Ishq phoneREAD MORE
3,Does the job,"This model has overheating issue, from the day one struggling to useREAD MORE"
4,Wonderful,Good buy and worth the moneyREAD MORE
4,Very Good,Other than battery all goodREAD MORE
5,Perfect product!,It's NiceREAD MORE
5,Awesome,Mobile is excellent  but it is not for everyoneREAD MORE
5,Highly recommended,Mobile display camera performance too good But I felt there is no any update compare with old model We are expecting somemore to develop Even in battery life gadgets some what Apart from this phone is very goodREAD MORE
5,Super!,Great productREAD MORE
4,Good choice,Phone is good in all aspects except battery.. it drains very fast.READ MORE
5,Brilliant,Nice productREAD MORE
5,Excellent,Photography is awesome Battery is OK Performance is very smooth Display is brilliantREAD MORE
3,Good,Undoubtedly great phoneBut bad service by FlipkartDuring search for the entered shows iphone se with earpods and adaptor But on adding to cart it updates to iphone without adaptor and earwigsAnd shockingly both are priced the sameIt advertises the one with accessories and mentions itBut the does not mention about the price without these accessories Comes with lighning cable which is type C. So you have to but the expensive adaptor as you are left with no choiceHad to put in 1900 for t...READ MORE
5,Terrific purchase,What  lovely phone i recived it for just 40099 thanks flipkart worth buyingREAD MORE
5,Just wow!,BeautyREAD MORE
5,Brilliant,One of the best i phone in this range.. awesome camera and style ...READ MORE
5,Terrific purchase,ExcellentREAD MORE
5,Fabulous!,"This phone is simply amazing, I mainly use mobile for calls, whatsapp also for wire transfer & youtube but not very often and I don't see any issues with battery. I charge once in 1.5 days.READ MORE"
5,Perfect product!,"Good one, it's like a vintage Apple set when the market is flooded by worst looking triple and quadruple cameras.READ MORE"
4,Worth the money,Overall phone is great. Battery lasts for 6-7 hours after full charge in 4G.READ MORE
5,Worth every penny,"Comfortable,camera everything is greatREAD MORE"
5,Classy product,"Vry nyccc phone.... Battery is also good, it runs maximum 1.5 days..... Cheap & best phone...READ MORE"
5,Worth every penny,iPhone se 2020 Great display Best cameraTouch ID is accurate Smooth display Picture Quality Stereo speaker is well goodPerformance was awesome Best Budget Apple Product.....READ MORE
5,Mind-blowing purchase,"Wonderful camera , awesome performance , compact  power house - lasts for upto 5 hrs in continuous usageREAD MORE"
5,Wonderful,Its a fabulous iphone And thanks to flipcart this is my first i phone i m loving itREAD MORE
1,Very poor,As per description of accessories not received charger and earphone and now flipkart is not ready  accept there faultREAD MORE
4,Nice product,Superb product. Compact and handy. Battery capacity is little low. I tried to stream YouTube live streaming using mobile data and for 3:00 hrs battery down from 80% to 21%. Overall satisfied.READ MORE
5,Terrific,Very good productREAD MORE
5,Terrific purchase,"Good deal, value for moneyREAD MORE"
3,Does the job,Pro- for me size of phone.Con- Battery is very poor.No charger and head phone.READ MORE
4,Delightful,Phone was not as expectedREAD MORE
5,Wonderful,Got this mobile at 25k.. Superb purchaseREAD MORE
5,Wonderful,Works as expected...Value for Money...Sturdy form factorREAD MORE
4,Wonderful,Great Apple budget phone with mediocre battery.READ MORE
1,Worthless,As per mentioned I dint received power adapter and earphones.READ MORE
5,Best in the market!,"This would be the best budget smartphone for photography. Being a photographer myself I tend to use it as my daily driver and it has never disappointed me. Night shots might not be as expected from other mobile phone but the rawness of the image taken from the lens and not overprocessing it gives you enough room to post process the image.Battery although will be a problem for people but I dont complain that because if you are overusing your phone, you should have a check on that. Video qua...READ MORE"
4,Very Good,Nice productREAD MORE
5,Best in the market!,"Value for Money Phone,best performance and photography is as good as DSLR.READ MORE"
4,Very Good,"Just okay phone, Battery is minus for this phone. Now a days all mobile phones are coming with bigger batteryREAD MORE"
5,Worth every penny,Good cameraREAD MORE
1,Utterly Disappointed,Poor batteryREAD MORE
5,Worth every penny,Outstanding performanceStunning Red colourValue For money Nice CameraLoved It!!READ MORE
3,Just okay,Its nice bit should provide adapter atleastREAD MORE
5,Excellent,Awesome phone 👌👌READ MORE
5,Mind-blowing purchase,Simply AwesomeREAD MORE
5,Brilliant,"Great product, only drawback is its battery backupREAD MORE"
5,Highly recommended,I PHONE SE 2020 VERY GOOD BUT CHARGING ADAPTOR OR EARPHONE NOT IN BOX I AM VERY SADREAD MORE
4,Wonderful,It's Good But iam struggle for Adapter ... Hope they will include adapterREAD MORE
1,Worst experience ever!,Got no adapter and earphonesREAD MORE
5,Simply awesome,Awsum product @ reasonable priceREAD MORE
5,Classy product,Iphone is very good phone bt in the box no charger n air pods only mobile n data cable in the boxREAD MORE
3,Decent product,If you want to use your phone more than six hours in a day then this is not for you. If you are very minimal phone user then go for it.READ MORE
5,Great product,The perfect budget phone by appleREAD MORE
4,Good choice,Overall good...it is appleBut it comes without adapter and earphones....And remember charging cable is type c to lightning portREAD MORE
5,Awesome,Pros iOS feeling good         Performance is good         Good quality building         Good display          Siri working goodCons display size is small          Poor battery backupREAD MORE
5,Excellent,Needless to say.sleek tiny handy and smooth.everything in a single one.READ MORE
5,Terrific purchase,Superb phoneREAD MORE
5,Worth every penny,Super fast delivery. Yet to open box. I will comeback here again for detailed reviewREAD MORE
4,Worth the money,Good For those who want small deviceREAD MORE
5,Super!,"If you are a iPhone fan, go for it...I got this for 26k, awesome deal.Camera quality is awesome but battery performance is bad, if you use your phone a lot in a day you will definitely get irritated with battery performance.READ MORE"
5,Mind-blowing purchase,"If you want more in less, this is the iPhone for you. There's absolutely nothing wrong with this - great camera, decent battery and as always great performance. Totally recommended!READ MORE"
5,Simply awesome,Its awesome..READ MORE
1,Useless product,Worst battery life even for not so heavy userREAD MORE
5,Wonderful,Excellent deal..got in 25K in BBDGreat phone and veey HandyREAD MORE
5,Mind-blowing purchase,Its Apple. Thats all.READ MORE
5,Best in the market!,1st apple mobile loved itREAD MORE
5,Awesome,Best phoneREAD MORE
3,Fair,charger and earpods not included.READ MORE
3,Fair,Battery too much disappointing.. other no problemREAD MORE
3,Good,"Pros: Awesome cameraStylish designPremium feelSuper inbuilt musicCons:Average battery lifeSmall screenBlack phone collects finger prints a lot on it’s back side which is annoyingLike other iPhones selfie reversal (left to right) is there in this phone too, weird.READ MORE"
5,Classy product,Luvly phoneREAD MORE
5,Must buy!,By God’s grace I received an original iPhone SE. My 2nd iPhone purchase from Flipkart and so far they have been on point. The phone is definitely faster than the ones in its segment.READ MORE
1,Useless product,The phone is just 3 weeks old and the battery health is already 97% which is disturbing.READ MORE
5,Highly recommended,Amazing camera and performanceREAD MORE
5,Just wow!,"Performance is to,goodREAD MORE"
4,Value for Money,"Value for Money, someone who is looking to have an small screen with an power packed processor, look no further. This is an simple no nonsense phone. Wish Apple could improve battery life of their phones.READ MORE"
3,Good,"Camera is awsome.Disappointed with battery life,and i had found hanging issues after 1 month of usageREAD MORE"
5,Mind-blowing purchase,"For Rs 33,000, obviously you should buy this phone. Android will last for 1 year, maybe 2. iPhone will last forever. Those who buy Android phones at this price are fools.READ MORE"
5,Wonderful,splendid performance best in segment camera quality is very good but there is one problem is betttery otherwise phone is very awesomeREAD MORE
4,Pretty good,"Just awesome device ..Good to carry,touch is great,Picture quality is too good.READ MORE"
5,Awesome,Excellent Product!!! Earlier I used small screen of the product but seems excellent experience . Only thing the screen time of the battery life is poor . Rest all excellent.Thanks to the supplier for the product delivery !!!READ MORE
5,Super!,"Really value for money In every angle talking about display all over phone or A13 is out of 10.Only one thing demotivate us which is battery Otherwise not a single one mistake in this special edition.Thanks,@my_anjanREAD MORE"
5,Terrific,Value for money and picture quality is amazing... As usual Apple rocks with the wonderful OS and GUIREAD MORE
5,Highly recommended,Just an awesome phone with awesome performanceREAD MORE
5,Classy product,Great camera Great performance Great processor Battery is the little bit issue.... Overall mobile is best in budget segment...!!!!READ MORE
1,Terrible product,Defective battery on this device! Actual battery health dropped alot within two monthsREAD MORE
5,Wonderful,Camera no doubt awesomeREAD MORE
5,Super!,"When its Apple, quality should not be the concern of the user. Best in class phone SE20. Made in India 🇮🇳READ MORE"
1,Useless product,It's been only two months and today all of a sudden i am not able to listen to the voice of the other person of the phonREAD MORE
5,Terrific,"Camera and performance is best in class, display and battery life are average in this price bracket as a13 bionic can be conservative while doing small tasks but when doing bigger tasks like gaming or rendering videos the battery drops quickly but doing casual tasks it will last you a whole day.READ MORE"
4,Good quality product,GOT IT FOR 25k .GREAT PERFORMANCE .TOP NOTCH QUALITY .OVERALL GREAT BUY . BATTERY COULD HAVE BEEN BETTER .READ MORE
4,Good choice,Battery and camera could be better. Night mode is not available in this phone.READ MORE
5,Classy product,AwesomeREAD MORE
5,Simply awesome,"Camera quality is lit 🔥🔥🔥🔥Performance is lit 🔥🔥🔥🔥Battery is okay, lasts up to 7 hours on medium usage 4-5 hours on excessive usage, 8-9 hours on light usage.Battery standby time is awesome Portrait camera experience is 🔥🔥🔥🔥READ MORE"
5,Best in the market!,Nice one picture..READ MORE
5,Brilliant,After using this small beast.  I get that why apple is no1 company in the world. Go for it . Good battery life comparatively . Everything else is awesome.READ MORE
5,Awesome,Great phone and nice cameraREAD MORE
5,Worth every penny,"Got This product in 25000 in Diwali Sale, the performance is better than I expected , in single charge it goes my whole day(depend on the usage) totally satisfied with device as i got it for 25000 so somewhere it justifies 25000 with latest ios and A13 bionic chip and yeah that apple logo tooREAD MORE"
5,Perfect product!,Value for money product.READ MORE
5,Best in the market!,Everything is good apart from battery life. Only 5w charger comes with it which takes 2h 40m to charge the phone from 0 to 100.READ MORE
5,Awesome,Only wowREAD MORE
5,Worth every penny,Product is amazing ❤READ MORE
5,Wonderful,Super performance my 1st iPhone Amazing camera📷READ MORE
1,Unsatisfactory Never buy anything from Flipkart. My Last.,Never buy anything from Flipkart. Apple product standard is as is. But Flipkart is simply ridiculous & 3rd class place to buy. It had shown that on exchange policy minimum it will pay back 1400 in return of iphone 6 even if glass has scratch or touchscreen is not working. But these bogus platform does not do what it shows. The delivery boy came & have not exchanged with the old phone saying glass has scratch & half of touchscreen is not working. Instead he forced to pay exchange value of Rs 3...READ MORE
5,Simply awesome,love this phoneREAD MORE
4,Good quality product,Very good mobileREAD MORE
5,Great product,"Awsome product  i m very happy because this was my fist i phone in my life, 😍😁READ MORE"
3,Good,Got the slightly  damaged product with dot on screen. Don't expect Apple's quality is compromised on such way.READ MORE
5,Fabulous!,Nice performance everREAD MORE
5,Fabulous!,"Nice phone ,value for money go for it.. iphone SE 2020 phone 👍👍READ MORE"
5,Terrific purchase,Superb phone with A13 bionic chipsetREAD MORE
5,Best in the market!,A good handy mobile for moderate usersREAD MORE
4,Nice product,"Feeling happy to have iphone SE 2020,as my first Apple phone...thq u flipkartREAD MORE"
5,Best in the market!,best for this price range u will lightly disappointed by battery but u can use the phone for some time ok batteryREAD MORE
5,Brilliant,Nice cameraREAD MORE
4,Very Good,It’s good product and value for moneyREAD MORE
1,Utterly Disappointed,No issues iPhone. The one star is due to the purchase experience in Flipkart. The item was purchased on exchange. However the Flipkart representative gave all kinds of reasons why the phone should not be exchanged and asked for difference amount. Hence a horrible experience. Not likely to return to Flipkart due to this..READ MORE
4,Nice product,Best in performanceREAD MORE
5,Super!,Got This Mobile in great indian sale for 25999Apple Flagship Feels Premium Excellent camerasBut Battery Little Problem Should compromiseremaining ExcellentREAD MORE
5,Wonderful,White colour looks awesome i always want black display with white back loved it.READ MORE
5,Super!,Amazing phone  super .✨✨💪READ MORE
5,Wonderful,The phone is great.  Single camera is better than other company’s quad cam.READ MORE
5,Classy product,Great dealREAD MORE
4,Good choice,Overall I liked the phone and the design. Looks similar to iphone 8 and performance is way better as it has A18 Bionic but battery backup is average. The battery drains very fast but comparing with one price it's fine:-)READ MORE
5,Best in the market!,I am regularly use iPhone but IPhone SE brilliant performance better than XR....READ MORE
5,Must buy!,very goodREAD MORE
5,Highly recommended,Thankyu flipkart for giving this phn at the amazing price segmentREAD MORE
